field_1,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH,proche route,proche canal,perp route,perp canal
"3954","8","6",H,"5290",1,310907.125379,2394936.750017,310922.030083,2394920.497697,1,310914.577731,2394928.623857,22.051941,2.39942,HO,"1","1","0",
"3955","8","6",H,"5291",1,310922.030083,2394920.497697,310932.342371,2394897.755905,1,310927.186227,2394909.126801,24.97063,2.715873,HO,"1","0","0",
"3957","8","6",H,"5323",1,310934.624867,2394945.756385,310927.184355,2394940.635105,1,310930.904611,2394943.195745,9.032648,0.967968,HO,"1","1","0",
"3958","8","6",H,"5324",1,310927.184355,2394940.635105,310923.727267,2394944.220161,1,310925.455811,2394942.427633,4.98037,2.374364,HO,"1","1","0",
"3960","8","6",H,"5812",1,311846.248419,2395371.99901,311878.312899,2395370.748194,1,311862.280659,2395371.373602,32.088868,1.609786,HV,"1","0","0",
"3961","8","6",H,"5813",1,311519.251299,2395366.746978,311591.217731,2395371.999042,1,311555.234515,2395369.37301,72.157824,1.497946,HV,"0","0","0",
"3962","8","6",H,"5814",1,311591.217731,2395371.999042,311591.217667,2395326.995874,1,311591.217699,2395349.497458,45.003168,1e-06,HP,"0","0","0",
"3963","8","6",H,"5815",1,311725.126819,2395373.497666,311780.469635,2395373.250242,1,311752.798227,2395373.373954,55.343369,1.575267,HV,"1","0","1",
"3964","8","6",H,"5819",1,311591.217731,2395371.999042,311638.874403,2395376.000226,1,311615.046067,2395373.999634,47.824344,1.487034,HV,"0","0","0",
"3965","8","6",H,"5824",1,311699.373347,2395382.504034,311722.624259,2395382.504034,1,311710.998803,2395382.504034,23.250912,1.570796,HV,"0","0","0",
"3966","8","6",H,"5825",1,311722.624259,2395382.504034,311725.126819,2395373.497666,1,311723.875539,2395378.00085,9.347592,2.870564,HP,"0","0","0",
"3967","8","6",H,"5852",1,311756.063779,2395395.24989,311758.593699,2395387.494818,1,311757.328739,2395391.372354,8.157306,2.826251,HP,"1","0","0",
"3968","8","6",H,"5853",1,311758.593699,2395387.494818,311781.844547,2395390.244738,1,311770.219123,2395388.869778,23.412902,1.453071,HV,"1","0","0",
"3969","8","6",H,"5872",1,311638.874403,2395376.000226,311640.249379,2395419.75357,1,311639.561891,2395397.876898,43.774943,0.031415,HP,"0","0","0",
"3970","8","6",H,"5965",1,311241.217251,2395498.24941,311275.800643,2395509.73965,1,311258.508947,2395503.99453,36.442237,1.250023,HV,"1","0","0",
"3971","8","6",H,"5986",1,311694.550051,2395531.81357,311706.119747,2395440.462466,1,311700.334899,2395486.138018,92.080845,3.015613,HP,"0","0","0",
"3972","8","6",H,"6033",1,311730.753347,2395549.915202,311770.387043,2395533.531586,1,311750.570195,2395541.723394,42.88651,1.96278,HO,"1","0","0",
"3973","8","6",H,"6071",0,311880.842883,2395568.002114,311901.467555,2395558.748354,1,311891.155219,2395563.375234,22.605512,1.992547,HO,"1","0","0",
"3974","8","6",H,"6104",1,311847.499747,2395598.746882,311857.688323,2395596.243778,1,311852.594035,2395597.49533,10.491549,1.811703,HV,"1","0","0",
"3975","8","6",H,"6139",1,311808.086371,2395606.511554,311821.719907,2395606.282402,1,311814.903139,2395606.396978,13.635462,1.587603,HV,"1","0","0",
"3976","8","6",H,"6140",1,311821.719907,2395606.282402,311866.519971,2395582.915682,1,311844.119939,2395594.599042,50.527709,2.051557,HO,"1","0","0",
"3977","8","6",H,"6144",1,311783.687011,2395597.000322,311806.937891,2395611.506562,1,311795.312451,2395604.253442,27.405007,1.012988,HO,"1","0","0",
"3978","8","6",H,"6145",1,311806.937891,2395611.506562,311822.970179,2395611.506562,1,311814.954035,2395611.506562,16.032288,1.570796,HV,"1","0","0",
"3979","8","6",H,"6146",1,311822.970179,2395611.506562,311847.499747,2395598.746882,1,311835.234963,2395605.126722,27.649758,2.050454,HO,"1","0","0",
"3980","8","6",H,"13926",1,311033.407747,2394951.487617,311048.190307,2394923.661633,1,311040.799027,2394937.574625,31.508879,2.653259,HO,"0","0","0",
"3981","8","6",H,"13927",1,311489.513763,2395445.726466,311508.813091,2395441.58893,1,311499.163427,2395443.657698,19.737864,1.781987,HV,"0","0","0",
"3982","8","6",H,"13930",1,311700.748323,2395290.999073,311705.904483,2395296.004193,1,311703.326403,2395293.501633,7.185904,0.800261,HO,"1","0","0",
"3983","8","6",H,"13931",1,311705.904483,2395296.004193,311722.624355,2395288.249281,1,311714.264419,2395292.126737,18.430756,2.005078,HO,"1","0","0",
"3984","8","6",H,"14799",1,310965.341795,2395240.743425,311017.123427,2395192.000801,1,310991.232611,2395216.372113,71.113858,2.325972,HO,"1","0","0",
"4001","8","7",H,"5352",1,312814.905188,2394989.107521,312880.54138,2394957.801601,1,312847.723284,2394973.454561,72.719807,2.015844,HO,"0","0","0",
"4004","8","7",H,"5449",1,312842.428292,2395052.667553,312872.187684,2395043.750785,1,312857.307988,2395048.209169,31.066544,1.861912,HV,"0","1","0",
"4005","8","7",H,"5450",0,312872.187684,2395043.750785,312901.7497,2395065.750401,0,312886.968692,2395054.750593,36.849639,0.931027,HO,"0","1","0",
"4014","8","7",H,"5702",1,312868.282788,2395229.248833,312868.282788,2395266.744321,1,312868.282788,2395247.996577,37.495488,0,HP,"1","0","0",
"4016","8","7",H,"5758",1,312784.656644,2395271.749409,312774.344324,2395328.49453,1,312779.500484,2395300.121969,57.674541,2.961824,HP,"1","0","1",
"4017","8","7",H,"5811",1,312779.500484,2395368.506882,312852.93802,2395369.74381,1,312816.219252,2395369.125346,73.447952,1.553955,HV,"1","0","0",
"4019","8","7",H,"6000",1,312809.062436,2395538.494818,312837.373188,2395544.751234,1,312823.217812,2395541.623026,28.993817,1.353301,HV,"0","0","0",
"4020","8","7",H,"6001",1,312837.373188,2395544.751234,312855.344228,2395542.248642,1,312846.358708,2395543.499938,18.144455,1.709163,HV,"1","0","0",
"4021","8","7",H,"6002",1,312855.344228,2395542.248642,312868.282788,2395537.243522,1,312861.813508,2395539.746082,13.872907,1.939904,HO,"1","0","0",
"4022","8","7",H,"6035",1,312797.498884,2395556.493186,312807.811204,2395547.501154,1,312802.655044,2395551.99717,13.682126,2.287908,HO,"0","0","0",
"4023","8","7",H,"6067",1,312819.374788,2395582.246626,312833.592004,2395577.255842,1,312826.483396,2395579.751234,15.067752,1.908396,HV,"1","0","0",
"4024","8","7",H,"6068",1,312833.592004,2395577.255842,312837.373188,2395544.751234,1,312835.482596,2395561.003538,32.723797,3.025786,HP,"1","0","0",
"4025","8","7",H,"6072",1,311901.467555,2395558.748354,311913.154819,2395557.49709,1,311907.311187,2395558.122722,11.754055,1.677452,HV,"1","0","0",
"4037","8","7",H,"6164",1,311919.562115,2395569.255074,311916.936003,2395588.503074,1,311918.249059,2395578.879074,19.426322,3.005994,HP,"1","0","0",
"4038","8","7",H,"6165",1,311916.936003,2395588.503074,311917.032355,2395609.251394,1,311916.984179,2395598.877234,20.748544,0.004644,HP,"1","0","0",
"4039","8","7",H,"6187",1,312084.091972,2395605.250178,312098.749284,2395602.99501,1,312091.420628,2395604.122594,14.829787,1.723459,HV,"1","0","0",
"4040","8","7",H,"13684",1,312778.24922,2395418.500802,312814.342596,2395422.749506,1,312796.295908,2395420.625154,36.342582,1.453621,HV,"0","0","0",
"4041","8","7",H,"13685",1,312814.342596,2395422.749506,312809.062436,2395538.494818,1,312811.702516,2395480.622162,115.865687,3.096005,HP,"0","0","0",
"4071","8","8",H,"5262",1,312932.562916,2394873.253729,312921.219396,2394847.995073,1,312926.891156,2394860.624401,27.688899,0.422101,HO,"1","0","0",
"4072","8","8",H,"5296",1,312923.748996,2394960.247585,312936.564164,2394943.501217,1,312930.15658,2394951.874401,21.087185,2.488402,HO,"1","0","0",
"4075","8","8",H,"5439",1,312946.876484,2395055.507073,312923.748996,2394960.247585,1,312935.31274,2395007.877329,98.026786,0.238176,HP,"1","0","0",
"4076","8","8",H,"5451",1,312901.7497,2395065.750401,312922.374308,2395063.247841,1,312912.062004,2395064.499121,20.775882,1.691545,HV,"0","0","0",
"4077","8","8",H,"5475",1,313035.562469,2395093.002497,313077.251845,2395085.756545,1,313056.407157,2395089.379521,42.314393,1.742885,HV,"0","0","0",
"4078","8","8",H,"5476",1,312954.562564,2395094.253825,312978.968388,2395094.253825,1,312966.765476,2395094.253825,24.405824,1.570796,HV,"1","0","1",
"4079","8","8",H,"5495",1,312954.562564,2395094.253825,312949.530116,2395116.253409,1,312952.04634,2395105.253617,22.567836,2.91671,HP,"1","0","0",
"4080","8","8",H,"5496",1,312949.530116,2395116.253409,312975.187172,2395117.504705,1,312962.358644,2395116.879057,25.687551,1.522065,HV,"1","1","0",
"4081","8","8",H,"5497",1,312975.187172,2395117.504705,312978.968388,2395094.253825,1,312977.07778,2395105.879265,23.556337,2.980377,HP,"1","0","0",
"4082","8","8",H,"5559",1,312909.304356,2395123.266593,312910.225316,2395124.182561,1,312909.764836,2395123.724577,1.298909,0.788116,HO,"0","1","0",
"4083","8","8",H,"5562",1,312940.81482,2395140.794849,312971.402724,2395149.960033,1,312956.108772,2395145.377441,31.931497,1.279675,HV,"1","1","0",
"4084","8","8",H,"5563",1,312971.402724,2395149.960033,312975.187172,2395117.504705,1,312973.294948,2395133.732369,32.675226,3.025512,HP,"1","1","0",
"4085","8","8",H,"5578",1,312983.332996,2395152.711393,313034.465093,2395157.518625,1,313008.899044,2395155.115009,51.357578,1.477056,HV,"1","1","0",
"4086","8","8",H,"5597",1,312897.968484,2395160.994817,312940.469028,2395179.254945,1,312919.218756,2395170.124881,46.2572,1.164998,HO,"0","0","0",
"4087","8","8",H,"5605",1,313084.470437,2395112.004769,313077.251845,2395085.756545,1,313080.861141,2395098.880657,27.222736,0.268378,HP,"0","0","0",
"4088","8","8",H,"5614",1,313344.781061,2395200.250657,313420.281061,2395184.493153,1,313382.531061,2395192.371905,77.126837,1.776551,HV,"0","0","0",
"4089","8","8",H,"5701",1,313647.248517,2395284.000513,313687.782917,2395280.494081,1,313667.515717,2395282.247297,40.685779,1.657087,HV,"0","0","0",
"4090","8","8",H,"5734",1,313552.384357,2395310.091489,313559.249957,2395254.445761,1,313555.817157,2395282.268625,56.067669,3.018833,HP,"0","1","0",
"4091","8","8",H,"5735",1,313559.249957,2395254.445761,313558.104261,2395217.096769,1,313558.677109,2395235.771265,37.36656,0.030666,HP,"0","1","0",
"4092","8","8",H,"5736",1,313558.104261,2395217.096769,313564.838053,2395193.763649,1,313561.471157,2395205.430209,24.285355,2.860633,HP,"0","1","0",
"4093","8","8",H,"5751",1,313639.218661,2395324.493314,313647.248517,2395284.000513,1,313643.233589,2395304.246914,41.281297,2.945829,HP,"0","0","0",
"4094","8","8",H,"5753",1,313555.697381,2395326.772194,313599.811813,2395327.999746,1,313577.754597,2395327.38597,44.131508,1.542977,HV,"0","0","0",
"4095","8","8",H,"5754",1,313599.811813,2395327.999746,313604.280453,2395301.998913,1,313602.046133,2395314.999329,26.38204,2.97139,HP,"0","0","0",
"4096","8","8",H,"5757",1,313599.811813,2395327.999746,313639.218661,2395324.493314,1,313619.515237,2395326.24653,39.562542,1.659543,HV,"0","0","0",
"4097","8","8",H,"5806",1,313639.218661,2395324.493314,313639.218661,2395366.499074,1,313639.218661,2395345.496194,42.00576,0,HP,"0","0","0",
"4098","8","8",H,"5834",1,313639.218661,2395366.499074,313666.374437,2395387.756514,1,313652.796549,2395377.127794,34.486446,0.906634,HO,"0","0","0",
"4099","8","8",H,"5835",1,313666.374437,2395387.756514,313758.937957,2395371.99901,1,313712.656197,2395379.877762,93.895176,1.739414,HV,"0","0","0",
"4100","8","8",H,"5849",1,313216.349541,2395356.754498,313229.983077,2395390.666434,1,313223.166309,2395373.710466,36.549866,0.382253,HO,"0","1","0",
"4101","8","8",H,"5855",1,313621.220293,2395383.246178,313639.218661,2395366.499074,1,313630.219477,2395374.872626,24.584685,2.320198,HO,"0","0","0",
"4102","8","8",H,"5870",1,313575.633093,2395417.475266,313595.342917,2395419.506082,1,313585.488005,2395418.490674,19.814171,1.468123,HV,"0","0","0",
"4103","8","8",H,"5871",1,313595.342917,2395419.506082,313599.811813,2395327.999746,1,313597.577365,2395373.752914,91.615395,3.092794,HP,"0","0","0",
"4104","8","8",H,"5873",1,313595.342917,2395419.506082,313617.782341,2395427.246786,1,313606.562629,2395423.376434,23.737023,1.238619,HV,"0","0","0",
"4105","8","8",H,"5932",1,313360.469573,2395444.254242,313465.531557,2395446.495074,1,313413.000565,2395445.374658,105.085878,1.549471,HV,"0","0","0",
"4106","8","8",H,"5933",1,313465.531557,2395446.495074,313462.905317,2395477.501058,1,313464.218437,2395461.998066,31.117008,3.057093,HP,"0","0","0",
"4107","8","8",H,"5945",1,313523.624165,2395490.757474,313541.595365,2395500.24285,1,313532.609765,2395495.500162,20.320836,1.085149,HO,"0","1","0",
"4108","8","8",H,"5946",1,313541.595365,2395500.24285,313565.551653,2395501.44797,1,313553.573509,2395500.84541,23.986581,1.520534,HV,"0","1","0",
"4109","8","8",H,"5954",1,313457.061669,2395503.749282,313462.905317,2395477.501058,1,313459.983493,2395490.62517,26.890844,2.922535,HP,"0","0","0",
"4110","8","8",H,"5961",1,313257.029957,2395502.49805,313277.654597,2395508.507042,1,313267.342277,2395505.502546,21.482173,1.287294,HV,"0","0","0",
"4111","8","8",H,"5962",1,313277.654597,2395508.507042,313281.999589,2395494.248162,1,313279.827093,2395501.377602,14.906194,2.84581,HP,"0","1","0",1
"4112","8","8",H,"5963",1,313171.095397,2395509.243778,313188.509637,2395493.777186,1,313179.802517,2395501.510482,23.291012,2.29703,HO,"1","1","0",
"4113","8","8",H,"5964",1,313188.509637,2395493.777186,313211.308581,2395482.091298,1,313199.909109,2395487.934242,25.619364,2.044444,HO,"0","1","0",
"4114","8","8",H,"5992",1,313257.029957,2395502.49805,313252.217541,2395526.50541,1,313254.623749,2395514.50173,24.484948,2.943759,HP,"0","0","0",
"4115","8","8",H,"5996",1,313589.155653,2395506.252098,313599.811941,2395504.245282,1,313594.483797,2395505.24869,10.843606,1.756938,HV,"0","0","0",
"4116","8","8",H,"5997",1,313599.811941,2395504.245282,313601.062981,2395526.504354,1,313600.437461,2395515.374818,22.294201,0.056145,HP,"0","0","0",
"4118","8","8",H,"6006",1,313392.781509,2395538.247394,313402.186277,2395547.748546,1,313397.483893,2395542.99797,13.368678,0.7803,HO,"0","0","0",
"4122","8","8",H,"6056",1,313589.155653,2395506.252098,313589.155749,2395524.00285,1,313589.155701,2395515.127474,17.750752,5e-06,HP,"0","0","0",
"4123","8","8",H,"6092",1,313404.688837,2395561.993122,313402.186277,2395547.748546,1,313403.437557,2395554.870834,14.462737,0.17391,HP,"0","0","0",
"4124","8","8",H,"6111",1,313416.623557,2395538.247394,313502.188453,2395568.002114,1,313459.406005,2395553.124754,90.59081,1.236132,HV,"0","1","0",
"4127","8","8",H,"6122",1,313104.407621,2395513.003074,313108.876325,2395573.99677,1,313106.641973,2395543.499922,61.157177,0.073134,HP,"0","0","0",
"4128","8","8",H,"6123",1,313108.876325,2395573.99677,313125.155941,2395594.745122,1,313117.016133,2395584.370946,26.372713,0.665294,HO,"0","0","0",
"4129","8","8",H,"6124",1,313125.155941,2395594.745122,313143.591589,2395603.54877,1,313134.373765,2395599.146946,20.429815,1.125283,HO,"0","1","0",1
"4130","8","8",H,"13985",1,313252.217541,2395046.500737,313198.813541,2395063.247841,1,313225.515541,2395054.874289,55.968319,1.874676,HV,"1","0","0",
"4138","9","0",H,"3443",1,305480.970653,2393668.251136,305602.876126,2393673.256256,1,305541.92339,2393670.753696,122.008178,1.529762,HV,"0","0","0",
"4139","9","0",H,"3444",0,305602.876126,2393673.256256,305606.780958,2393620.992864,1,305604.828542,2393647.12456,52.409063,3.067017,HP,"0","0","0",
"4140","9","0",H,"3445",1,305602.876126,2393673.256256,305655.001502,2393672.005024,1,305628.938814,2393672.63064,52.140391,1.594796,HV,"0","0","0",
"4141","9","0",H,"3475",1,305655.001502,2393672.005024,305646.18787,2393706.255712,1,305650.594686,2393689.130368,35.366506,2.88973,HP,"0","0","0",
"4142","9","0",H,"3478",1,305474.563229,2393708.743968,305480.970653,2393668.251136,1,305477.766941,2393688.497552,40.99664,2.984658,HP,"0","0","0",
"4143","9","0",H,"3482",1,305646.18787,2393706.255712,305764.312126,2393710.999136,1,305705.249998,2393708.627424,118.219457,1.530662,HV,"0","0","0",
"4144","9","0",H,"3523",1,305571.155326,2393738.00384,305590.281278,2393738.00384,1,305580.718302,2393738.00384,19.125952,1.570796,HV,"0","0","0",
"4145","9","0",H,"3528",1,305590.281278,2393738.00384,305605.529726,2393739.255136,1,305597.905502,2393738.629488,15.299703,1.488919,HV,"0","0","0",
"4146","9","0",H,"3529",1,305637.250526,2393740.5064,305646.18787,2393706.255712,1,305641.719198,2393723.381056,35.397539,2.886345,HP,"0","0","0",
"4147","9","0",H,"3562",1,305566.09603,2393771.00432,305571.155326,2393738.00384,1,305568.625678,2393754.50408,33.386047,2.989467,HP,"0","0","0",
"4148","9","0",H,"3610",1,305322.188253,2393796.49504,305460.593405,2393805.501408,1,305391.390829,2393800.998224,138.697876,1.505815,HV,"0","0","0",
"4149","9","0",H,"3632",1,305911.654622,2393824.998464,305939.594238,2393827.501024,1,305925.62443,2393826.249744,28.05147,1.481464,HV,"0","0","0",
"4150","9","0",H,"3633",0,305939.594238,2393827.501024,305956.09395,2393835.256064,1,305947.844094,2393831.378544,18.231323,1.131427,HO,"0","0","0",
"4151","9","0",H,"3689",1,305308.218525,2393864.997344,305543.31203,2393863.745184,1,305425.765277,2393864.371264,235.09684,1.576122,HV,"0","0","0",
"4152","9","0",H,"3693",1,305762.937118,2393857.255712,305718.470462,2393866.000352,1,305740.70379,2393861.628032,45.318343,1.764975,HV,"1","0","0",
"4153","9","0",H,"3694",1,305718.470462,2393866.000352,305701.998078,2393872.50416,1,305710.23427,2393869.252256,17.709855,1.946839,HO,"1","0","0",
"4154","9","0",H,"3702",1,305778.061886,2393881.743552,305850.81171,2393873.757728,1,305814.436798,2393877.75064,73.186818,1.68013,HV,"1","0","0",
"4155","9","0",H,"3724",1,305853.438142,2393900.498432,305850.81171,2393873.757728,1,305852.124926,2393887.12808,26.869377,0.097904,HP,"1","0","0",
"4156","9","0",H,"3730",1,305601.624798,2393903.000992,305599.094942,2393860.995232,1,305600.35987,2393881.998112,42.081873,0.060154,HP,"0","0","0",
"4157","9","0",H,"3739",1,305543.31203,2393863.745184,305543.31203,2393916.998176,1,305543.31203,2393890.37168,53.252992,0,HP,"0","0","0",
"4158","9","0",H,"3794",1,305543.31203,2393916.998176,305576.311486,2393913.24432,1,305559.811758,2393915.121248,33.21228,1.684065,HV,"0","0","0",
"4159","9","0",H,"3795",1,305576.311486,2393913.24432,305585.125118,2393923.25456,1,305580.718302,2393918.24944,13.337354,0.721915,HO,"0","0","0",
"4160","9","0",H,"3796",1,305585.125118,2393923.25456,305590.157598,2393943.755488,1,305587.641358,2393933.505024,21.109569,0.240716,HP,"0","0","0",
"4161","9","0",H,"3797",1,305590.157598,2393943.755488,305586.376414,2393961.506496,1,305588.267006,2393952.630992,18.14926,2.931717,HP,"0","0","0",
"4162","9","0",H,"3851",1,305473.435645,2393952.50016,305508.937629,2393929.744,1,305491.186637,2393941.12208,42.169108,2.140806,HO,"0","0","0",
"4163","9","0",H,"3852",1,305508.937629,2393929.744,305543.31203,2393916.998176,1,305526.124829,2393923.371088,36.661362,1.925875,HO,"0","0","0",
"4164","9","0",H,"3861",1,305762.978526,2393854.317568,305716.649374,2393863.36768,1,305739.81395,2393858.842624,47.204818,1.763711,HV,"1","0","0",
"4165","9","0",H,"3862",1,305716.649374,2393863.36768,305699.693374,2393870.241728,1,305708.171374,2393866.804704,18.296406,1.955954,HO,"1","0","0",
"4166","9","0",H,"3863",1,305699.693374,2393870.241728,305693.850398,2393877.344928,1,305696.771886,2393873.793328,9.197599,2.453232,HO,"1","0","0",
"4167","9","0",H,"3878",1,305695.563294,2393879.997504,305701.998078,2393872.50416,1,305698.780686,2393876.250832,9.877077,2.43205,HO,"1","0","0",
"4168","9","0",H,"3978",1,305660.157662,2394088.499104,305681.717182,2394081.995296,1,305670.937422,2394085.2472,22.519157,1.863782,HV,"0","0","0",
"4169","9","0",H,"4029",1,305681.717182,2394081.995296,305693.157086,2394107.501376,1,305687.437134,2394094.748336,27.954097,0.42162,HO,"0","0","0",
"4170","9","0",H,"4030",1,305693.157086,2394107.501376,305708.405534,2394125.252352,1,305700.78131,2394116.376864,23.401118,0.709708,HO,"0","0","0",
"4171","9","0",H,"4035",1,305708.405534,2394125.252352,305730.061406,2394130.243136,1,305719.23347,2394127.747744,22.223517,1.344292,HV,"0","0","0",
"4172","9","0",H,"4088",1,305935.689342,2394157.495296,305950.470558,2394169.745952,1,305943.07995,2394163.620624,19.197993,0.87874,HO,"0","0","0",
"4173","9","0",H,"4097",1,305677.935998,2394177.25408,305708.501886,2394170.750272,1,305693.218942,2394174.002176,31.250168,1.78045,HV,"0","0","0",
"4174","9","0",H,"4133",0,305950.470558,2394169.745952,305963.876382,2394204.753568,0,305957.17347,2394187.24976,37.486655,0.365714,HO,"1","0","0",
"4175","9","0",H,"4209",1,305600.469918,2394097.243712,305643.561598,2394253.248801,1,305622.015758,2394175.246257,161.84709,0.2695,HP,"0","0","0",
"4176","9","0",H,"4210",1,305643.561598,2394253.248801,305663.938846,2394235.745248,1,305653.750222,2394244.497024,26.862736,2.280478,HO,"0","0","0",
"4177","9","0",H,"4285",1,305634.720574,2394291.500801,305643.561598,2394253.248801,1,305639.141086,2394272.374801,39.260403,2.914455,HP,"1","0","0",
"4178","9","0",H,"4287",1,305868.342846,2394293.494241,305899.376158,2394262.749985,1,305883.859502,2394278.122113,43.683815,2.351516,HO,"1","0","0",
"4179","9","0",H,"4292",0,305868.342846,2394293.494241,305961.25011,2394272.251105,1,305914.796478,2394282.872673,95.304934,1.795581,HV,"1","0","0",
"4180","9","0",H,"4341",1,305868.342846,2394293.494241,305881.845214,2394330.000129,1,305875.09403,2394311.747185,38.922921,0.354264,HO,"1","0","0",
"4181","9","0",H,"4342",0,305881.845214,2394330.000129,305964.000062,2394297.495457,1,305922.922638,2394313.747793,88.351416,1.947548,HO,"0","0","0",
"4182","9","0",H,"4383",1,305758.334718,2394360.737121,305764.653118,2394271.915233,1,305761.493918,2394316.326177,89.046336,3.070577,HP,"0","0","0",
"4183","9","0",H,"4384",1,305764.653118,2394271.915233,305765.609182,2394270.197729,1,305765.13115,2394271.056481,1.965675,2.633651,HO,"0","0","0",
"4184","9","0",H,"4385",1,305881.845214,2394330.000129,305900.654814,2394364.992993,1,305891.250014,2394347.496561,39.727844,0.493216,HO,"0","0","0",
"4185","9","0",H,"4386",0,305900.654814,2394364.992993,305969.376254,2394340.752513,1,305935.015534,2394352.872753,72.871374,1.909906,HV,"0","0","0",
"4186","9","0",H,"4451",1,305653.750238,2394427.004961,305608.37603,2394285.506113,1,305631.063134,2394356.255537,148.595904,0.310309,HP,"0","0","0",
"4187","9","0",H,"4525",1,305653.750238,2394427.004961,305672.656158,2394434.250913,1,305663.203198,2394430.627937,20.246917,1.204801,HO,"0","0","0",
"4188","9","0",H,"4530",1,305695.339806,2394457.170817,305724.783614,2394446.401473,1,305710.06171,2394451.786145,31.351501,1.921441,HO,"0","0","0",
"4189","9","0",H,"4531",1,305724.783614,2394446.401473,305747.582558,2394429.445473,1,305736.183086,2394437.923473,28.412986,2.210265,HO,"0","0","0",
"4190","9","0",H,"4532",1,305747.582558,2394429.445473,305754.800318,2394372.734593,1,305751.191438,2394401.090033,57.168348,3.015,HP,"1","0","0",
"4191","9","0",H,"4587",1,305445.001245,2394498.503713,305469.874493,2394514.494337,1,305457.437869,2394506.499025,29.569892,0.99944,HO,"0","0","0",
"4192","9","0",H,"4588",1,305469.874493,2394514.494337,305484.751837,2394465.504289,1,305477.313165,2394489.999313,51.19922,2.846762,HP,"0","0","0",
"4193","9","0",H,"4589",1,305484.751837,2394465.504289,305487.501789,2394413.502561,1,305486.126813,2394439.503425,52.074389,3.08876,HP,"0","0","0",
"4194","9","0",H,"4590",1,305487.501789,2394413.502561,305475.718141,2394357.499617,1,305481.609965,2394385.501089,57.229224,0.207386,HP,"0","0","0",
"4195","9","0",H,"4591",1,305475.718141,2394357.499617,305464.030973,2394331.003009,1,305469.874557,2394344.251313,28.959629,0.415413,HO,"0","0","0",
"4196","9","0",H,"4606",1,305414.999165,2394520.255937,305464.154557,2394529.000545,1,305439.576861,2394524.628241,49.927154,1.394741,HV,"0","0","0",
"4197","9","0",H,"4653",1,305414.999165,2394520.255937,305413.720509,2394566.001217,1,305414.359837,2394543.128577,45.763147,3.113648,HP,"1","0","0",
"4198","9","0",H,"4657",1,305413.720509,2394566.001217,305436.756701,2394570.158209,1,305425.238605,2394568.079713,23.408262,1.392263,HV,"1","0","0",
"4199","9","0",H,"4659",1,305452.467261,2394572.999809,305464.154557,2394529.000545,1,305458.310909,2394551.000177,45.525027,2.881963,HP,"1","0","0",
"4200","9","0",H,"4702",1,305640.564254,2394431.500961,305633.34563,2394596.250721,1,305636.954942,2394513.875841,164.907829,3.097805,HP,"0","0","0",
"4201","9","0",H,"4707",1,305633.34563,2394596.250721,305653.750238,2394594.752033,1,305643.547934,2394595.501377,20.459572,1.644113,HV,"1","0","0",
"4202","9","0",H,"4708",1,305653.750238,2394594.752033,305670.065374,2394597.314625,1,305661.907806,2394596.033329,16.515161,1.415001,HV,"1","0","0",
"4203","9","0",H,"4709",1,305670.065374,2394597.314625,305681.820862,2394576.779265,1,305675.943118,2394587.046945,23.662048,2.621676,HO,"1","0","0",
"4204","9","0",H,"4734",1,305518.095006,2394593.253377,305537.000958,2394603.249281,1,305527.547982,2394598.251329,21.385816,1.08444,HO,"1","0","0",
"4205","9","0",H,"4735",1,305537.000958,2394603.249281,305566.219166,2394609.243969,1,305551.610062,2394606.246625,29.826833,1.368435,HV,"1","0","0",
"4206","9","0",H,"4753",1,305652.25155,2394601.750593,305665.709726,2394604.506241,1,305658.980638,2394603.128417,13.737398,1.368831,HV,"1","0","0",
"4207","9","0",H,"4758",1,305531.844798,2394608.996577,305552.249374,2394614.249089,1,305542.047086,2394611.622833,21.069779,1.318848,HV,"1","0","0",
"4208","9","0",H,"4773",1,305413.720509,2394624.244993,305432.750173,2394574.745889,1,305423.235341,2394599.495441,53.031023,2.774568,HO,"1","0","0",
"4209","9","0",H,"4777",1,305415.330109,2394625.026273,305435.038141,2394575.089633,1,305425.184125,2394600.057953,53.684956,2.765698,HO,"1","0","0",
"4210","9","0",H,"4803",1,305809.782462,2394523.006337,305799.470366,2394562.247393,1,305804.626414,2394542.626865,40.573388,2.884614,HP,"0","0","0",
"4211","9","0",H,"4804",1,305799.470366,2394562.247393,305783.438078,2394593.005985,1,305791.454222,2394577.626689,34.686096,2.661106,HO,"0","0","0",
"4212","9","0",H,"4805",1,305783.438078,2394593.005985,305766.030846,2394615.005601,1,305774.734462,2394604.005793,28.053428,2.472209,HO,"0","0","0",
"4213","9","0",H,"13728",1,305926.311902,2394408.002657,305951.845086,2394464.500353,1,305939.078494,2394436.251505,61.999461,0.42446,HO,"1","0","0",
"4214","9","0",H,"13729",0,305951.845086,2394464.500353,305986.90723,2394432.243137,0,305969.376158,2394448.371745,47.643278,2.314553,HO,"0","0","0",
"4215","9","0",H,"13732",1,305602.999774,2394265.005153,305599.094942,2394239.499073,1,305601.047358,2394252.252113,25.803252,0.151915,HP,"1","0","0",
"4216","9","0",H,"13736",1,305519.126238,2394229.503168,305550.874398,2394234.493952,1,305535.000318,2394231.99856,32.13804,1.414873,HV,"1","0","0",
