,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH,proche route,proche canal,perp route,perp canal,paral route,paral canal
4896,9,5,H,4281,1.0,309961.943042,2394289.776897,310013.500194,2394291.004769,1.0,309987.721618,2394290.390833,51.571771,1.546985,HV,0,1,0,1,0,0
4918,9,8,H,4127,1.0,313289.647333,2394200.572416,313315.906565,2394188.006464,1.0,313302.776949,2394194.28944,29.111002,2.017125,HO,0,1,0,1,0,0
4924,9,8,H,4248,1.0,313388.779589,2394275.247329,313397.373893,2394282.494401,1.0,313393.076741,2394278.870865,11.24198,0.870239,HO,1,1,1,1,0,0
4928,9,8,H,4269,1.0,313387.745253,2394283.712449,313393.125253,2394288.256033,1.0,313390.435253,2394285.984241,7.041914,0.869485,HO,1,1,1,1,0,0
4929,9,8,H,4270,1.0,313393.125253,2394288.256033,313407.342437,2394289.754689,1.0,313400.233845,2394289.005361,14.295954,1.465773,HV,1,1,0,1,1,0
5102,10,1,H,2774,1.0,306775.717855,2392973.502591,306795.641343,2392966.980127,1.0,306785.679599,2392970.241359,20.963967,1.887175,HV,0,1,0,1,0,0
5103,10,1,H,2777,1.0,306941.267775,2392939.953599,306943.437535,2392977.504031,1.0,306942.352655,2392958.728815,37.613067,0.057718,HP,0,1,0,1,0,0
5217,10,1,H,3530,1.0,306911.936767,2393557.496576,306938.405055,2393561.00304,1.0,306925.170911,2393559.249808,26.699542,1.439085,HV,0,1,0,1,0,0
5228,10,1,H,14546,1.0,306740.080415,2392816.564863,306741.340671,2392795.942751,1.0,306740.710543,2392806.253807,20.660584,3.080557,HP,1,1,1,1,0,0
5253,10,2,H,2624,1.0,307406.290175,2392789.756095,307405.642047,2392790.438335,1.0,307405.966111,2392790.097215,0.941021,2.38183,HO,0,1,0,1,0,0
5263,10,2,H,2705,1.0,307452.000319,2392853.247039,307452.123999,2392841.243327,1.0,307452.062159,2392847.245183,12.004349,3.13129,HP,0,1,0,1,0,0
5266,10,2,H,2719,1.0,307119.187071,2392893.245055,307132.469407,2392873.500607,1.0,307125.828239,2392883.372831,23.796295,2.549416,HO,1,1,0,1,1,0
5324,10,2,H,3147,1.0,307002.781535,2393406.001792,307001.073791,2393419.190816,1.0,307001.927663,2393412.596304,13.299126,3.012827,HP,0,1,0,1,0,0
5334,10,2,H,3184,1.0,307134.559551,2393437.180192,307134.407775,2393438.245792,1.0,307134.483663,2393437.712992,1.076355,3.000112,HP,1,1,1,1,0,0
5339,10,2,H,3226,1.0,307147.717823,2393484.004352,307159.325151,2393447.693216,1.0,307153.521487,2393465.848784,38.121236,2.832195,HP,0,1,0,1,0,0
5443,10,3,H,14164,1.0,308048.555328,2393134.604095,308075.373024,2393126.494559,1.0,308061.964176,2393130.549327,28.01702,1.864449,HV,1,1,0,1,1,0
5689,11,1,H,2055,1.0,306281.812286,2392254.251903,306296.600062,2392260.544287,1.0,306289.206174,2392257.398095,16.070856,1.168492,HO,1,1,1,1,0,0
5690,11,1,H,2056,1.0,306298.439486,2392261.327583,306305.999038,2392264.545343,1.0,306302.219262,2392262.936463,8.215887,1.168371,HO,1,1,1,1,0,0
5868,11,3,H,1552,1.0,308886.843937,2391716.993278,308900.005601,2391723.735326,1.0,308893.424769,2391720.364302,14.787989,1.097398,HO,0,1,0,1,0,0
5870,11,3,H,1557,1.0,308901.830945,2391724.666942,308911.249825,2391729.50611,1.0,308906.540385,2391727.086526,10.58928,1.096191,HO,0,1,0,1,0,0
