,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH,proche route,proche canal,perp route,perp canal,paral route,paral canal
114,0,4,H,11770,1.0,309461.625633,2402794.496712,309479.967809,2402799.749224,1.0,309470.796721,2402797.122968,19.079421,1.291897,HV,1,0,1,0,0,0
117,0,4,H,11783,1.0,309773.470497,2402846.251017,309781.280257,2402855.243081,1.0,309777.375377,2402850.747049,11.910062,0.715146,HO,1,0,1,0,0,0
122,0,4,H,11816,1.0,309416.372705,2402917.971305,309436.999777,2402906.255209,1.0,309426.686241,2402912.113257,23.722205,2.087351,HO,1,0,1,0,0,0
123,0,4,H,11817,1.0,309436.999777,2402906.255209,309452.591969,2402902.253929,1.0,309444.795873,2402904.254569,16.097413,1.821997,HV,1,0,1,0,0,0
124,0,4,H,11818,1.0,309716.312673,2402913.995945,309748.844641,2402924.253577,1.0,309732.578657,2402919.124761,34.110819,1.265354,HV,1,0,1,0,0,0
128,0,4,H,11840,1.0,309403.430081,2402929.892425,309409.616705,2402923.476649,1.0,309406.523393,2402926.684537,8.912716,2.374376,HO,1,1,1,0,0,1
129,0,4,H,11841,1.0,309409.616705,2402923.476649,309409.940929,2402921.899817,1.0,309409.778817,2402922.688233,1.60982,2.938802,HP,1,1,1,0,0,1
140,0,4,H,12090,1.0,309416.155105,2403301.244457,309435.624705,2403320.758729,1.0,309425.889905,2403311.001593,27.565778,0.784252,HO,1,0,1,0,0,0
144,0,4,H,12141,1.0,309879.220002,2403330.999145,309877.845026,2403347.993641,1.0,309878.532514,2403339.496393,17.050028,3.060861,HP,1,0,1,0,0,0
151,0,4,H,12203,1.0,308967.032673,2403452.244425,308960.501537,2403506.006537,1.0,308963.767105,2403479.125481,54.157367,3.020703,HP,1,0,1,0,0,0
155,0,4,H,12335,1.0,309165.346721,2403459.753321,309178.188065,2403448.507689,1.0,309171.767393,2403454.130505,17.069398,2.290043,HO,1,0,1,0,0,0
156,0,4,H,12336,1.0,309178.188065,2403448.507689,309192.281441,2403442.001769,1.0,309185.234753,2403445.254729,15.522572,2.003279,HO,1,0,1,0,0,0
157,0,4,H,12337,1.0,309192.281441,2403442.001769,309204.189441,2403442.001769,1.0,309198.235441,2403442.001769,11.908,1.570796,HV,1,0,1,0,0,0
159,0,4,H,12339,1.0,309118.967905,2403410.499977,309104.062849,2403479.249193,1.0,309111.515377,2403444.874585,70.346396,2.928094,HP,1,0,1,0,0,0
174,0,5,H,11643,1.0,309947.501346,2402657.755624,309967.905954,2402657.755624,1.0,309957.70365,2402657.755624,20.404608,1.570796,HV,1,0,1,0,0,0
184,0,5,H,11686,1.0,310714.876098,2402666.500232,310730.124514,2402699.499656,1.0,310722.500306,2402682.999944,36.352114,0.432855,HO,1,0,1,0,0,0
188,0,5,H,11806,1.0,310727.15453,2402896.754057,310788.437314,2402870.244105,1.0,310757.795922,2402883.499081,66.770931,1.979073,HO,1,0,1,0,0,0
190,0,5,H,11861,1.0,310609.250306,2402985.247305,310646.154626,2402951.505705,1.0,310627.702466,2402968.376505,50.004244,2.311456,HO,1,0,1,0,0,0
194,0,5,H,11890,1.0,310642.373442,2403024.997929,310671.468002,2403006.999529,1.0,310656.920722,2403015.998729,34.211633,2.124793,HO,1,0,1,0,0,0
215,0,5,H,12018,1.0,310412.983586,2403181.338985,310427.433986,2403221.352009,1.0,310420.208786,2403201.345497,42.542404,0.346567,HP,1,0,1,0,0,0
218,0,5,H,12036,1.0,309979.249538,2403185.251689,309992.531842,2403186.997737,1.0,309985.89069,2403186.124713,13.396577,1.440089,HV,1,0,1,0,0,0
219,0,5,H,12037,1.0,309992.531842,2403186.997737,310023.468802,2403199.496233,1.0,310008.000322,2403193.246985,33.366269,1.186847,HO,1,0,1,0,0,0
231,0,5,H,12129,1.0,310165.87517,2403352.751369,310178.47021,2403359.749929,1.0,310172.17269,2403356.250649,14.408847,1.063618,HO,1,0,1,0,0,0
254,0,5,H,12414,1.0,309959.769666,2403318.850089,309999.97053,2403317.496777,1.0,309979.870098,2403318.173433,40.223636,1.604447,HV,1,0,1,0,0,0
277,0,6,H,11795,1.0,310996.606435,2402869.973065,311029.718179,2402880.748873,1.0,311013.162307,2402875.360969,34.821052,1.256169,HV,1,0,1,0,0,0
280,0,6,H,11829,1.0,311236.404803,2402911.245993,311234.199267,2402947.420169,1.0,311235.302035,2402929.333081,36.241349,3.080698,HP,1,0,1,0,0,0
293,0,6,H,11940,1.0,311321.625987,2403083.503465,311376.845091,2403078.250921,1.0,311349.235539,2403080.877193,55.468357,1.665633,HV,1,0,1,0,0,0
294,0,6,H,11958,1.0,311612.154659,2403125.556361,311656.857347,2403105.295177,1.0,311634.506003,2403115.425769,49.079995,1.996344,HO,1,0,1,0,0,0
296,0,6,H,11962,1.0,311608.157507,2403130.500009,311658.000355,2403108.252969,1.0,311633.078931,2403119.376489,54.582417,1.990605,HO,1,0,1,0,0,0
303,0,6,H,12004,1.0,311208.657923,2403191.246345,311240.282339,2403190.998953,1.0,311224.470131,2403191.122649,31.625384,1.578619,HV,1,0,1,0,0,0
307,0,6,H,12035,1.0,311245.562211,2403236.002121,311240.282339,2403190.998953,1.0,311242.922275,2403213.500537,45.311833,0.116788,HP,1,0,1,0,0,0
323,0,6,H,12133,1.0,311118.280579,2403349.506665,311114.499395,2403348.750153,1.0,311116.389987,2403349.128409,3.85612,1.373331,HV,1,0,1,0,0,0
325,0,6,H,12135,1.0,311115.406883,2403343.745001,311121.126851,2403344.748905,1.0,311118.266867,2403344.246953,5.807397,1.397057,HV,1,0,1,0,0,0
330,0,6,H,12216,1.0,311030.625827,2403519.247209,311070.156387,2403519.247209,1.0,311050.391107,2403519.247209,39.53056,1.570796,HV,1,0,1,0,0,0
333,0,6,H,12447,1.0,310966.689411,2402813.746376,310971.405507,2402819.24628,1.0,310969.047459,2402816.496328,7.245033,0.708825,HO,1,0,1,0,0,0
334,0,6,H,12448,1.0,310971.405507,2402819.24628,310978.844131,2402839.252457,1.0,310975.124819,2402829.249368,21.344326,0.355977,HO,1,0,1,0,0,0
341,0,6,H,12461,1.0,311090.093571,2402776.00356,311074.157635,2402791.994152,1.0,311082.125603,2402783.998856,22.575498,2.357906,HO,1,0,1,0,0,0
343,0,6,H,12463,1.0,311092.967203,2402972.996233,311095.717155,2402987.255081,1.0,311094.342179,2402980.125657,14.521604,0.19052,HP,1,0,1,0,0,0
350,0,6,H,12484,1.0,311580.657955,2402556.50212,311617.438435,2402564.243912,1.0,311599.048195,2402560.373016,37.586421,1.363338,HV,1,0,1,0,0,0
373,1,1,H,10963,1.0,306898.281279,2401710.565479,306900.474879,2401724.871911,1.0,306899.378079,2401717.718695,14.473627,0.152145,HP,1,1,1,0,0,0
374,1,1,H,10964,1.0,306900.474879,2401724.871911,306893.944479,2401741.827879,1.0,306897.209679,2401733.349895,18.170057,2.773963,HO,1,1,1,0,0,1
375,1,1,H,10965,1.0,306900.357311,2401710.526183,306902.422527,2401725.101063,1.0,306901.389919,2401717.813623,14.72047,0.14076,HP,1,1,1,0,0,0
376,1,1,H,10966,1.0,306902.422527,2401725.101063,306896.011135,2401741.867303,1.0,306899.216831,2401733.484183,17.950286,2.776351,HO,1,1,1,0,0,1
380,1,1,H,10972,1.0,306783.967615,2401744.247975,306795.311199,2401716.006279,1.0,306789.639407,2401730.127127,30.434689,2.759655,HO,1,0,1,0,0,0
381,1,1,H,10973,1.0,306795.187487,2401747.507047,306835.501887,2401728.504775,1.0,306815.344687,2401738.005911,44.568343,2.011264,HO,1,0,1,0,0,0
384,1,1,H,11000,1.0,306768.375455,2401798.999656,306820.968287,2401811.25076,1.0,306794.671871,2401805.125208,54.000885,1.341935,HV,1,0,1,0,0,0
408,1,2,H,11089,1.0,307606.906143,2401958.10772,307608.032799,2401958.496872,1.0,307607.469471,2401958.302296,1.19197,1.238221,HV,1,0,1,0,0,0
410,1,2,H,11099,1.0,307799.986368,2401990.042184,307813.221472,2401976.00068,1.0,307806.60392,2401983.021432,19.295901,2.38575,HO,1,0,1,0,0,0
414,1,2,H,11402,1.0,307708.406048,2402393.993256,307721.592,2402402.999592,1.0,307714.999024,2402398.496424,15.9682,0.971554,HO,1,0,1,0,0,0
415,1,2,H,11403,1.0,307721.592,2402402.999592,307734.76736,2402403.534024,1.0,307728.17968,2402403.266808,13.186195,1.530256,HV,1,0,1,0,0,0
429,1,2,H,12594,1.0,307802.000768,2401900.005704,307841.751392,2401917.247592,1.0,307821.87608,2401908.626648,43.328914,1.161537,HO,1,0,1,0,0,0
436,1,3,H,10986,1.0,308496.138048,2401736.561639,308502.46912,2401789.99332,1.0,308499.303584,2401763.27748,53.805455,0.117939,HP,1,0,1,0,0,0
437,1,3,H,11011,1.0,308381.718528,2401826.520104,308397.530848,2401823.501832,1.0,308389.624688,2401825.010968,16.097808,1.759408,HV,1,0,1,0,0,0
438,1,3,H,11039,1.0,308796.219681,2401877.249192,308802.530305,2401861.506376,1.0,308799.374993,2401869.377784,16.960549,2.760347,HO,1,0,1,0,0,0
446,1,3,H,11084,1.0,308403.841888,2401929.746088,308418.255232,2401919.6234,1.0,308411.04856,2401924.684744,17.612873,2.183073,HO,1,0,1,0,0,0
447,1,3,H,11085,1.0,308380.123584,2401934.751208,308389.624704,2401934.751208,1.0,308384.874144,2401934.751208,9.50112,1.570796,HV,1,0,1,0,0,0
448,1,3,H,11086,1.0,308389.624704,2401934.751208,308403.841888,2401929.746088,1.0,308396.733296,2401932.248648,15.072476,1.909294,HV,1,0,1,0,0,0
449,1,3,H,11087,1.0,308003.7512,2401955.499528,308016.373344,2401933.25252,1.0,308010.062272,2401944.376024,25.57827,2.625516,HO,1,0,1,0,0,0
456,1,3,H,11184,1.0,308905.971521,2402161.496616,308891.876417,2402140.997608,1.0,308898.923969,2402151.247112,24.877325,0.602355,HO,1,0,1,0,0,0
459,1,3,H,11228,1.0,308888.686401,2402178.754792,308915.374689,2402209.993832,1.0,308902.030545,2402194.374312,41.087009,0.707,HO,1,0,1,0,0,0
463,1,3,H,11243,1.0,308351.001664,2402234.001224,308367.060416,2402246.25396,1.0,308359.03104,2402240.127592,20.199333,0.919031,HO,1,0,1,0,0,0
466,1,3,H,11288,1.0,308239.99968,2402254.25476,308270.125472,2402292.75412,1.0,308255.062576,2402273.50444,48.885213,0.663979,HO,1,0,1,0,0,0
467,1,3,H,11303,1.0,308286.15776,2402300.000104,308357.780192,2402301.49876,1.0,308321.968976,2402300.749432,71.63811,1.549875,HV,1,0,1,0,0,0
469,1,3,H,11380,1.0,308330.849536,2402372.750888,308335.52416,2402370.246344,1.0,308333.186848,2402371.498616,5.303287,2.062652,HO,1,0,1,0,0,0
471,1,3,H,11431,1.0,308554.498144,2402405.502152,308565.718016,2402402.504808,1.0,308560.10808,2402404.00348,11.613337,1.831846,HV,1,0,1,0,0,0
472,1,3,H,11432,1.0,308565.718016,2402402.504808,308578.312832,2402408.252104,1.0,308572.015424,2402405.378456,13.844161,1.142697,HO,1,0,1,0,0,0
473,1,3,H,11433,1.0,308578.312832,2402408.252104,308588.157696,2402416.749352,1.0,308583.235264,2402412.500728,13.00479,0.858738,HO,1,0,1,0,0,0
474,1,3,H,11434,1.0,308588.157696,2402416.749352,308609.249792,2402377.246152,1.0,308598.703744,2402396.997752,44.781462,2.651168,HO,1,0,1,0,0,0
475,1,3,H,11435,1.0,308609.249792,2402377.246152,308628.8432,2402363.248968,1.0,308619.046496,2402370.24756,24.07951,2.19111,HO,1,0,1,0,0,0
478,1,3,H,11491,1.0,308536.772736,2402464.538696,308580.089952,2402474.014824,1.0,308558.431344,2402469.27676,44.341608,1.355428,HV,1,0,1,0,0,0
481,1,3,H,11496,1.0,308586.78272,2402426.497896,308578.312832,2402416.749352,1.0,308582.547776,2402421.623624,12.914066,0.715328,HO,1,0,1,0,0,0
482,1,3,H,11497,1.0,308578.312832,2402416.749352,308565.718016,2402411.002088,1.0,308572.015424,2402413.87572,13.844148,1.142699,HO,1,0,1,0,0,0
483,1,3,H,11498,1.0,308565.718016,2402411.002088,308554.498144,2402415.250664,1.0,308560.10808,2402413.126376,11.99733,1.932777,HO,1,0,1,0,0,0
484,1,3,H,11502,1.0,308588.157696,2402416.749352,308598.029952,2402429.247816,1.0,308593.093824,2402422.998584,15.927117,0.668538,HO,1,0,1,0,0,0
485,1,3,H,11503,1.0,308598.029952,2402429.247816,308600.876224,2402440.495048,1.0,308599.453088,2402434.871432,11.601788,0.247861,HP,1,0,1,0,0,0
490,1,3,H,11559,1.0,308218.687584,2402456.252584,308218.687584,2402447.755304,1.0,308218.687584,2402452.003944,8.49728,0.0,HP,1,0,1,0,0,0
491,1,3,H,11560,1.0,308218.687584,2402447.755304,308231.40608,2402436.4938,1.0,308225.046832,2402442.124552,16.98769,2.29551,HO,1,0,1,0,0,0
500,1,3,H,12251,1.0,308133.095296,2402203.999144,308112.816224,2402236.253576,1.0,308122.95576,2402220.12636,38.099726,2.580321,HO,1,0,1,0,0,0
502,1,3,H,12253,1.0,308192.926176,2402278.9178,308233.936,2402300.756584,1.0,308213.431088,2402289.837192,46.462223,1.081468,HO,1,0,1,0,0,0
503,1,3,H,12258,1.0,308404.978432,2402352.620136,308377.470016,2402282.001704,1.0,308391.224224,2402317.31092,75.787043,0.371453,HO,1,0,1,0,0,0
513,1,4,H,10851,0.0,309202.937441,2401557.003847,309216.687201,2401553.744775,0.0,309209.812321,2401555.374311,14.130727,1.803529,HV,1,0,1,0,0,0
516,1,4,H,10858,1.0,309204.532481,2401572.252231,309219.780929,2401568.993223,1.0,309212.156705,2401570.622727,15.592828,1.781356,HV,1,0,1,0,0,0
522,1,4,H,10900,1.0,309270.187585,2401602.749127,309302.155777,2401660.745511,1.0,309286.171681,2401631.747319,66.223454,0.503772,HO,1,0,1,0,0,0
523,1,4,H,10901,1.0,309302.155777,2401660.745511,309317.377441,2401651.507975,1.0,309309.766609,2401656.126743,17.805368,2.11625,HO,1,0,1,0,0,0
528,1,4,H,10950,1.0,309059.499809,2401706.505159,309103.595073,2401665.502599,1.0,309081.547441,2401686.003879,60.212974,2.319868,HO,1,0,1,0,0,0
530,1,4,H,10976,1.0,309097.655425,2401732.505991,309106.689089,2401748.001831,1.0,309102.172257,2401740.253911,17.936782,0.527806,HO,1,0,1,0,0,0
532,1,4,H,10979,1.0,309041.061345,2401724.997031,309071.530849,2401761.5042,1.0,309056.296097,2401743.250615,47.551699,0.695495,HO,1,0,1,0,0,0
533,1,4,H,10983,1.0,309128.583681,2401755.11988,309154.110529,2401783.964584,1.0,309141.347105,2401769.542232,38.518008,0.724452,HO,1,0,1,0,0,0
534,1,4,H,10984,1.0,309154.110529,2401783.964584,309183.220321,2401760.500328,1.0,309168.665425,2401772.232456,37.389187,2.249222,HO,1,0,1,0,0,0
538,1,4,H,11007,1.0,309364.937249,2401764.996328,309364.937249,2401782.252552,1.0,309364.937249,2401773.62444,17.256224,0.0,HP,1,0,1,0,0,0
539,1,4,H,11008,1.0,309364.937249,2401782.252552,309360.248513,2401800.993096,1.0,309362.592881,2401791.622824,19.318184,2.896433,HP,1,0,1,0,0,0
556,1,4,H,11544,1.0,309673.344641,2402527.998728,309689.033217,2402475.997032,1.0,309681.188929,2402501.99788,54.316736,2.848583,HP,1,0,1,0,0,0
570,1,5,H,11050,1.0,310322.121954,2401883.090824,310326.385474,2401883.089576,1.0,310324.253714,2401883.0902,4.26352,1.571089,HV,1,0,1,0,0,0
572,1,5,H,11058,1.0,310450.220546,2401860.502504,310451.595522,2401888.002024,1.0,310450.908034,2401874.252264,27.533873,0.049958,HP,1,0,1,0,0,0
581,1,5,H,11307,1.0,310138.623074,2402308.249928,310177.78253,2402300.494888,1.0,310158.202802,2402304.372408,39.919965,1.766304,HV,1,0,1,0,0,0
583,1,5,H,11316,1.0,310765.06269,2402278.000488,310780.063746,2402268.499336,1.0,310772.563218,2402273.249912,17.756789,2.135389,HO,1,0,1,0,0,0
584,1,5,H,11317,1.0,310780.063746,2402268.499336,310795.188482,2402263.755944,1.0,310787.626114,2402266.12764,15.851101,1.8747,HV,1,0,1,0,0,0
592,1,5,H,11454,1.0,310203.810722,2402425.2466,310237.250242,2402425.2466,1.0,310220.530482,2402425.2466,33.43952,1.570796,HV,1,0,1,0,0,0
639,1,6,H,11315,1.0,311551.810819,2402306.751272,311568.408643,2402305.016328,1.0,311560.109731,2402305.8838,16.688253,1.674947,HV,1,1,1,0,0,1
643,1,6,H,11359,1.0,311633.608707,2402359.91076,311636.688195,2402321.504936,1.0,311635.148451,2402340.707848,38.529087,3.061581,HP,1,0,1,0,0,0
646,1,6,H,11415,1.0,311335.037347,2402402.194728,311334.240835,2402405.019464,1.0,311334.639091,2402403.607096,2.934888,2.866751,HP,1,0,1,0,0,0
649,1,6,H,11469,1.0,311823.657635,2402432.75428,311849.438467,2402423.500552,1.0,311836.548051,2402428.127416,27.39129,1.915412,HV,1,0,1,0,0,0
654,1,6,H,11520,1.0,311776.001219,2402494.752488,311823.657635,2402484.246856,1.0,311799.829427,2402489.499672,48.800638,1.787771,HV,1,0,1,0,0,0
655,1,6,H,11540,1.0,310910.686499,2402460.748584,310931.751235,2402510.495144,1.0,310921.218867,2402485.621864,54.022619,0.400549,HO,1,0,1,0,0,0
659,1,6,H,11625,1.0,310904.031875,2402468.50548,310909.311555,2402509.243848,1.0,310906.671715,2402488.874664,41.079066,0.128881,HP,1,0,1,0,0,0
660,1,6,H,12474,1.0,311369.186467,2402442.254824,311340.311907,2402404.003496,1.0,311354.749187,2402423.12916,47.92603,0.646607,HO,1,0,1,0,0,0
667,1,6,H,12734,1.0,311790.613315,2402378.042696,311822.553027,2402370.8482,1.0,311806.583171,2402374.445448,32.739975,1.792351,HV,1,1,1,0,0,1
672,1,7,H,10890,1.0,311933.875811,2401616.993671,312024.500516,2401644.493223,1.0,311979.188163,2401630.743447,94.705135,1.276183,HV,1,0,1,0,0,0
675,1,7,H,10938,1.0,311967.907972,2401693.022151,311949.233475,2401690.157991,1.0,311958.570723,2401691.590071,18.892862,1.418609,HV,1,1,1,0,0,1
676,1,7,H,10939,1.0,311949.233475,2401690.157991,311938.079875,2401684.995271,1.0,311943.656675,2401687.576631,12.290503,1.137287,HO,1,1,1,0,0,1
684,1,7,H,11015,1.0,312162.561924,2401834.254248,312162.685636,2401811.745544,1.0,312162.62378,2401822.999896,22.509044,3.136097,HP,1,0,1,0,0,0
688,1,7,H,11024,1.0,312381.611076,2401811.943208,312386.652036,2401822.36884,1.0,312384.131556,2401817.156024,11.580375,0.450374,HO,1,1,1,0,0,1
689,1,7,H,11025,1.0,312386.652036,2401822.36884,312382.75674,2401836.918888,1.0,312384.704388,2401829.643864,15.062444,2.88001,HP,1,1,1,0,0,0
690,1,7,H,11026,1.0,312382.75674,2401836.918888,312395.824484,2401851.713544,1.0,312389.290612,2401844.316216,19.739498,0.723497,HO,1,1,1,0,0,1
693,1,7,H,11046,1.0,312495.25258,2401868.508552,312514.281092,2401880.494312,1.0,312504.766836,2401874.501432,22.488724,1.008692,HO,1,0,1,0,0,0
696,1,7,H,11049,1.0,312458.718276,2401860.749864,312474.5305,2401834.254248,1.0,312466.624388,2401847.502056,30.855212,2.603539,HO,1,0,1,0,0,0
702,1,7,H,11171,1.0,312325.689348,2402117.499336,312348.15642,2402102.993064,1.0,312336.922884,2402110.2462,26.743247,2.14412,HO,1,0,1,0,0,0
706,1,7,H,11248,1.0,312310.000772,2402263.494216,312292.813604,2402233.244712,1.0,312301.407188,2402248.369464,34.791252,0.516694,HO,1,0,1,0,0,0
716,1,7,H,11304,1.0,312185.002372,2402293.248392,312232.685732,2402302.25524,1.0,312208.844052,2402297.751816,48.526551,1.384107,HV,1,1,1,0,0,1
767,1,7,H,12753,1.0,312405.211972,2401883.433288,312422.288708,2401917.813384,1.0,312413.75034,2401900.623336,38.387575,0.461007,HO,1,1,1,0,0,1
768,1,7,H,12754,1.0,312452.642884,2401958.589544,312431.536996,2401930.920936,1.0,312442.08994,2401944.75524,34.799574,0.651649,HO,1,0,1,0,0,0
771,1,7,H,14639,1.0,312031.375428,2402409.503368,312041.030596,2402447.670792,1.0,312036.203012,2402428.58708,39.369716,0.247771,HP,1,0,1,0,0,0
777,2,2,H,10712,1.0,307070.719167,2401366.748039,307127.780703,2401356.752103,1.0,307099.249935,2401361.750071,57.930455,1.744215,HV,1,0,1,0,0,0
793,2,3,H,10190,1.0,308737.438977,2400571.997446,308738.813985,2400604.996934,1.0,308738.126481,2400588.49719,33.028122,0.041643,HP,1,0,1,0,0,0
799,2,3,H,10260,1.0,308591.498816,2400640.746278,308574.999104,2400657.493382,1.0,308583.24896,2400649.11983,23.5097,2.363635,HO,1,0,1,0,0,0
808,2,3,H,10436,1.0,308099.652416,2401014.095431,308092.892928,2400974.225991,1.0,308096.272672,2400994.160711,40.438384,0.167944,HP,1,0,1,0,0,0
820,2,3,H,10484,1.0,307990.001408,2401073.245287,308039.500576,2401077.493927,1.0,308014.750992,2401075.369607,49.681169,1.485174,HV,1,0,1,0,0,0
821,2,3,H,10494,1.0,308218.120192,2401095.148711,308218.466976,2401022.246375,1.0,308218.293584,2401058.697543,72.903161,3.136836,HP,1,0,1,0,0,0
825,2,3,H,10534,1.0,308068.37504,2401110.245959,308054.043712,2401105.553479,1.0,308061.209376,2401107.899719,15.079998,1.25437,HV,1,0,1,0,0,0
841,2,3,H,12599,1.0,307945.905888,2401082.747111,307969.376768,2401084.245095,1.0,307957.641328,2401083.496103,23.518634,1.50706,HV,1,0,1,0,0,0
843,2,3,H,12811,1.0,308107.094464,2401019.497511,308098.748224,2400973.999623,1.0,308102.921344,2400996.748567,46.257081,0.181425,HP,1,0,1,0,0,0
844,2,3,H,12814,1.0,308358.021408,2400752.585671,308372.657536,2400753.756039,1.0,308365.339472,2400753.170855,14.682847,1.491002,HV,1,0,1,0,0,0
861,2,4,H,10343,1.0,309708.970337,2400882.756391,309696.155457,2400852.245191,1.0,309702.562897,2400867.500791,33.093118,0.397633,HO,1,0,1,0,0,0
862,2,4,H,10364,1.0,309648.498721,2400870.505319,309656.748577,2400899.256103,1.0,309652.623649,2400884.880711,29.910996,0.279436,HP,1,0,1,0,0,0
872,2,4,H,10491,1.0,309720.318881,2401093.262919,309749.538337,2401089.251655,1.0,309734.928609,2401091.257287,29.493505,1.707224,HV,1,0,1,0,0,0
874,2,4,H,10497,1.0,309721.688865,2401097.994887,309741.632865,2401095.321543,1.0,309731.660865,2401096.658215,20.122373,1.704045,HV,1,0,1,0,0,0
882,2,4,H,10675,1.0,309084.029345,2401294.507079,309126.628001,2401302.000999,1.0,309105.328673,2401298.254039,43.252796,1.396659,HV,1,0,1,0,0,0
884,2,4,H,10689,1.0,309169.470593,2401309.493799,309138.903553,2401304.996199,1.0,309154.187073,2401307.244999,30.896154,1.424706,HV,1,0,1,0,0,0
903,2,4,H,12851,1.0,309137.985857,2401012.071815,309137.985473,2401013.293447,1.0,309137.985665,2401012.682631,1.221632,3.141278,HP,1,0,1,0,0,0
910,2,5,H,10317,1.0,310005.48205,2400811.654727,309956.44717,2400802.718503,1.0,309980.96461,2400807.186615,49.842508,1.390532,HV,1,1,1,1,0,0
921,2,5,H,10365,1.0,310066.780514,2400897.743111,310084.751586,2400900.493063,1.0,310075.76605,2400899.118087,18.180255,1.418953,HV,1,0,1,0,0,0
922,2,5,H,10366,1.0,310084.751586,2400900.493063,310093.945186,2400894.973767,1.0,310089.348386,2400897.733415,10.723102,2.111467,HO,1,0,1,0,0,0
928,2,5,H,10392,1.0,310337.623586,2400963.494983,310387.562722,2400966.244519,1.0,310362.593154,2400964.869751,50.01477,1.515794,HV,1,0,1,0,0,0
936,2,5,H,10520,1.0,309990.00189,2401116.502343,310063.783202,2401092.756679,1.0,310026.892546,2401104.629511,77.508313,1.882166,HV,1,0,1,0,0,0
